id,team,x,y,segment,name,location
247,OAK,91.83194417,160.4142549,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
248,OAK,90.17703034,163.1579249,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
249,OAK,88.89620801,165.5347369,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
250,OAK,87.97996375,167.4204645,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
251,OAK,87.41878416,168.6908811,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
252,OAK,87.20315581,169.2217601,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
253,OAK,89.37130625,171.4544088,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
254,OAK,91.8386107,174.0782953,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
255,OAK,94.39134593,176.6207898,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
256,OAK,96.94408117,179.1632843,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
257,OAK,99.4968164,181.7057788,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
258,OAK,102.0495516,184.2482733,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
259,OAK,104.6022869,186.7907678,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
260,OAK,107.1550221,189.3332623,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
261,OAK,109.7077573,191.8757568,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
262,OAK,112.2604926,194.4182513,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
263,OAK,114.8132278,196.9607458,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
264,OAK,117.365963,199.5032403,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
265,OAK,118.5774177,202.1599461,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
266,OAK,117.4088053,205.5373841,infield_outer,Oakland-Alameda County Coliseum,"Oakland, CA"
